date,ticker,open,high,low,close,volume
2015-01-02,AAPL,24.694233092060063,24.705318351259162,23.798598610986176,24.237548828125,212818400
2015-01-02,GOOG,26.18171238779515,26.29356535600693,25.93870768255568,25.973846435546875,28951268
2015-01-02,MSFT,39.77321646014696,40.42104281785247,39.67092877243913,39.858455657958984,27913900
2015-01-02,^GSPC,2058.89990234375,2072.360107421875,2046.0400390625,2058.199951171875,2708700000
2015-01-05,AAPL,24.00699407808688,24.08680322434,23.368522599435355,23.55474281311035,257142000
2015-01-05,GOOG,25.897130098910036,25.95008716938297,25.392314216813336,25.432401657104492,41196796
2015-01-05,MSFT,39.52602183181378,39.832888174535164,39.42373413479574,39.49192810058594,39673900
2015-01-05,^GSPC,2054.43994140625,2054.43994140625,2017.3399658203125,2020.5799560546875,3799120000
2015-01-06,AAPL,23.61903255400942,23.816338020280458,23.19560061965636,23.55695915222168,263188400
2015-01-06,GOOG,25.488329348959635,25.546483119696987,24.79791849875994,24.842954635620117,57998800
2015-01-06,MSFT,39.53453616002297,39.84992503054683,38.81851598662671,38.91228103637695,36447900
2015-01-06,^GSPC,2022.1500244140625,2030.25,1992.43994140625,2002.6099853515625,4460110000
2015-01-07,AAPL,23.76535220011818,23.98704392471396,23.65450633782029,23.887283325195312,160423600
2015-01-07,GOOG,25.092397296418408,25.104473699511246,24.728632333025576,24.800395965576172,41301082
2015-01-07,MSFT,39.19357981997882,39.60273381213821,38.775903208920376,39.406681060791016,29114100
2015-01-07,^GSPC,2005.550048828125,2029.6099853515625,2005.550048828125,2025.9000244140625,3805480000
2015-01-08,AAPL,24.21538332281689,24.8627226324375,24.097885309857276,24.805082321166992,237458000
2015-01-08,GOOG,24.64647244330592,24.91818296214316,24.30052395365088,24.878589630126953,67071641
2015-01-08,MSFT,39.849935749725084,40.70234079249995,39.82436463897533,40.565956115722656,29645200
2015-01-08,^GSPC,2030.6099853515625,2064.080078125,2030.6099853515625,2062.139892578125,3934010000
2015-01-09,AAPL,24.977999733362566,25.106581306246863,24.432638435105563,24.831684112548828,214798000
2015-01-09,GOOG,24.981533547421982,24.989450699342946,24.48809923107024,24.556398391723633,41427428
2015-01-09,MSFT,40.582998787525874,40.7620030404408,39.97779207433727,40.2249870300293,23944200
2015-01-09,^GSPC,2063.449951171875,2064.429931640625,2038.3299560546875,2044.81005859375,3364140000
2015-01-12,AAPL,24.962479071089444,24.969129549868345,24.120051828758882,24.219812393188477,198603200
2015-01-12,GOOG,24.495523209022753,24.546797276655266,24.130272149705686,24.37723731994629,46535413
2015-01-12,MSFT,40.421036693411196,40.52332761728726,39.51748962750465,39.72206497192383,23651900
2015-01-12,^GSPC,2046.1300048828125,2049.300048828125,2022.5799560546875,2028.260009765625,3456460000
2015-01-13,AAPL,24.703097350705864,25.00681547981708,24.144435211007117,24.434850692749023,268367600
2015-01-13,GOOG,24.688540129355534,24.893435717258516,24.369317233372897,24.55689239501953,47409807
2015-01-13,MSFT,40.03745401426905,40.83871334601777,39.26176578567912,39.517486572265625,35270600
2015-01-13,^GSPC,2031.5799560546875,2056.929931640625,2008.25,2023.030029296875,4107300000
2015-01-14,AAPL,24.173263026705097,24.49471531323738,24.053549306454705,24.34174919128418,195826400
2015-01-14,GOOG,24.481173480553398,24.90581268614972,24.39951056577917,24.789012908935547,44714427
2015-01-14,MSFT,39.176536560058594,39.41521219276174,38.88671870380052,39.176536560058594,29719600
2015-01-14,^GSPC,2018.4000244140625,2018.4000244140625,1988.43994140625,2011.27001953125,4378680000
2015-01-15,AAPL,24.38608229018397,24.399383248375585,23.645632967050208,23.681102752685547,240056000
2015-01-15,GOOG,25.021618552478746,25.027063250399596,24.635086649387066,24.83453941345215,54316718
2015-01-15,MSFT,39.39816478046013,39.53454946645549,38.7077154785457,38.76738357543945,32750800
2015-01-15,^GSPC,2013.75,2021.3499755859375,1991.469970703125,1992.6700439453125,4276720000
2015-01-16,AAPL,23.72765845555715,23.849589546937747,23.321962305734257,23.497098922729492,314053200
2015-01-16,GOOG,24.746443861418143,25.151288203838778,24.745947856247557,25.145843505859375,45965854
2015-01-16,MSFT,38.622466295696704,39.44929681842669,38.50312688105879,39.41520309448242,35695300
2015-01-16,^GSPC,1992.25,2020.4599609375,1988.1199951171875,2019.4200439453125,4056410000
2015-01-20,AAPL,23.907226172730866,24.157738813931655,23.610160180441635,24.10231590270996,199599600
2015-01-20,GOOG,25.290363463466,25.364599542689763,25.04369552317936,25.087446212768555,44640224
2015-01-20,MSFT,39.46635135108754,39.76469505587822,38.844096083381814,39.543067932128906,36161900
2015-01-20,^GSPC,2020.760009765625,2028.93994140625,2004.489990234375,2022.550048828125,3944340000
2015-01-21,AAPL,24.153309086853763,24.62107869073436,24.00255866913812,24.286325454711914,194303600
2015-01-21,GOOG,25.104766673614215,25.700154637881127,25.052799718170817,25.638784408569336,45374234
2015-01-21,MSFT,39.15948165545275,39.32996329327436,38.76737616462978,39.142433166503906,39081100
2015-01-21,^GSPC,2020.18994140625,2038.2900390625,2012.0400390625,2032.1199951171875,3730070000
2015-01-22,AAPL,24.443727926229556,24.93366639250422,24.324014202274096,24.918148040771484,215185600
2015-01-22,GOOG,25.809037151493435,26.543991939021335,25.720943216827767,26.44797706604004,53538588
2015-01-22,MSFT,39.534547224152455,40.18237363297043,39.278826358873445,40.173851013183594,35898000
2015-01-22,^GSPC,2034.300048828125,2064.6201171875,2026.3800048828125,2063.14990234375,4176050000
2015-01-23,AAPL,24.895972028166835,25.21742423193683,24.725268516966384,25.046722412109375,185859200
2015-01-23,GOOG,26.507369064617308,26.83302488981985,26.37918389838782,26.72315216064453,45634948
2015-01-23,MSFT,40.36989048589873,40.39546158850258,39.892542643408,40.21645736694336,26211600
2015-01-23,^GSPC,2062.97998046875,2062.97998046875,2050.5400390625,2051.820068359375,3573560000
2015-01-26,AAPL,25.215214390675268,25.352663858509775,25.006825335319498,25.073331832885742,222460000
2015-01-26,GOOG,26.652873752437234,26.676134882018992,26.214376754218325,26.48855972290039,30874534
2015-01-26,MSFT,40.06302584459518,40.17383937973828,39.41519962337319,40.07154846191406,42525500
2015-01-26,^GSPC,2050.419921875,2057.6201171875,2040.969970703125,2057.090087890625,3465760000
2015-01-27,AAPL,24.92258118818741,24.935883840684372,24.171046439988512,24.195432662963867,382274800
2015-01-27,GOOG,26.229227287885347,26.26535805483066,25.646212826869963,25.66798973083496,38080263
2015-01-27,MSFT,36.610788423772455,36.82388963316384,35.89476823015076,36.363590240478516,169164000
2015-01-27,^GSPC,2047.8599853515625,2047.8599853515625,2019.9100341796875,2029.550048828125,3329810000
2015-01-28,AAPL,26.077589431824446,26.186219563325192,25.563264846801758,25.563264846801758,585908400
2015-01-28,GOOG,25.873378438482636,25.88377183057916,25.24087142944336,25.24087142944336,33676205
2015-01-28,MSFT,36.43179174443981,36.474411344824354,35.0849902609523,35.11056137084961,84507100
2015-01-28,^GSPC,2032.3399658203125,2042.489990234375,2001.489990234375,2002.1600341796875,4067530000
2015-01-29,AAPL,25.787168007006127,26.42342353658702,25.618681909825277,26.359132766723633,337745600
2015-01-29,GOOG,25.290362982151844,25.294815670163764,24.80534182429587,25.273534774780273,83727244
2015-01-29,MSFT,34.88892531817325,35.90328576054853,34.769589178089795,35.80952072143555,63585300
2015-01-29,^GSPC,2002.449951171875,2024.6400146484375,1989.1800537109375,2021.25,4127140000
2015-01-30,AAPL,26.24829349247566,26.602999818446985,25.904670734938115,25.97339630126953,334982000
2015-01-30,GOOG,25.53089426372995,26.719194061633104,25.514066055740642,26.45441246032715,112127002
2015-01-30,MSFT,35.41742421099202,35.44299857003973,34.39453764408609,34.43716049194336,78004900
2015-01-30,^GSPC,2019.3499755859375,2023.3199462890625,1993.3800048828125,1994.989990234375,4568650000
2015-02-02,AAPL,26.17070219145008,26.41899577815114,25.73396933307641,26.29928207397461,250956400
2015-02-02,GOOG,26.31632709486255,26.37918155248343,25.664023492023794,26.155479431152344,56996054
2015-02-02,MSFT,34.599116694022364,35.263991507637435,34.292250394917936,35.18727493286133,50352500
2015-02-02,^GSPC,1996.6700439453125,2021.6600341796875,1980.9000244140625,2020.8499755859375,4008330000
2015-02-03,AAPL,26.270464476118452,26.401261757431495,26.073159013253253,26.30371856689453,207662800
2015-02-03,GOOG,26.13172211822526,26.398978035860488,25.8971306023955,26.193092346191406,40773638
2015-02-03,MSFT,35.485619220647465,35.74134005705573,34.99122278548022,35.460044860839844,52082400
2015-02-03,^GSPC,2022.7099609375,2050.300048828125,2022.7099609375,2050.030029296875,4615900000
2015-02-04,AAPL,26.27046617349994,26.7160669593945,26.228344209703778,26.50545883178711,280598800
2015-02-04,GOOG,26.193095985442792,26.362953170210506,25.798646869401445,25.87238883972168,33273101
2015-02-04,MSFT,35.74987392632834,35.980023727023735,35.25548058724288,35.664634704589844,41614800
